Municipio;Código Organizacion;Tipo;Hectáreas;Periodo de Siembra
AVIA TERAI;100;ZAPALLO;0;FEBRERO
NAPENAY;100;MANDIOCA;2,5;
NAPENAY;100;ZAPALLO;5;
AVIA TERAI;100;ZAPALLO;1;
NULL;40;MANDIOCA;1;OCT
NULL;40;ZAPALLO;0,5;OCTUBRE/MARZO
FONTANA;53;MANDIOCA;0,1;
FONTANA;53;ZAPALLO;0,1;
ISLA DEL CERRITO;52;MANDIOCA;0,25;AGOSTO- SEPT
ISLA DEL CERRITO;52;ZAPALLO;0,25;AGOSTO- SEPT
HERMOSO CAMPO;32;ZAPALLO;1;
HERMOSO CAMPO;32;ZAPALLO;20;
HERMOSO CAMPO;32;ZAPALLO;0,3;SEPTIEMBRE
LA TIGRA;42;ZAPALLO;0,5;
JUAN JOSE CASTELLI;49;ZAPALLO;3;AGO-NOV
JUAN JOSE CASTELLI;49;ZAPALLO;4;JUL
JUAN JOSE CASTELLI;49;ZAPALLO;2;JUL
JUAN JOSE CASTELLI;49;ZAPALLO;2;ENE
JUAN JOSE CASTELLI;49;ZAPALLO;2;ENERO-MARZ
JUAN JOSE CASTELLI;49;MANDIOCA;1;AGOS
JUAN JOSE CASTELLI;49;ZAPALLO;1;JULIO
NAPENAY;17;ZAPALLO;0,5;OCTUBRE
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;0,5;AGOSTO
VILLA RIO BERMEJITO;73;ZAPALLO;0;JUL-DIC
JUAN JOSE CASTELLI;73;ZAPALLO;4;
JUAN JOSE CASTELLI;73;ZAPALLO;3;J-A
JUAN JOSE CASTELLI;73;ZAPALLO;1;
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;2;AGOS
VILLA RIO BERMEJITO;73;ZAPALLO;2;FEB-MAR
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;0,5;FEB
JUAN JOSE CASTELLI;73;ZAPALLO;2;J-A
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;2;
VILLA RIO BERMEJITO;73;ZAPALLO;0,5;FEB-MARZ
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
VILLA RIO BERMEJITO;11;ZAPALLO;0,5;AGOSTO
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
VILLA RIO BERMEJITO;11;MANDIOCA;2;SEPTIEMBRE
VILLA RIO BERMEJITO;11;ZAPALLO;2;SEPTIEMBRE
NAPENAY;17;MANDIOCA;0,5;DICIEMBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
VILLA RIO BERMEJITO;73;ZAPALLO;2;FEB-MAR
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
JUAN JOSE CASTELLI;73;ZAPALLO;4;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
VILLA RIO BERMEJITO;11;ZAPALLO;1;
VILLA RIO BERMEJITO;11;ZAPALLO;2,5;AGOSTO
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;MANDIOCA;0,5;DICIEMBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;MANDIOCA;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
LA VERDE;69;ZAPALLO;3;anual
CONCEPCION DEL BERMEJO;15;ZAPALLO;0,5;Diciembre
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;MANDIOCA;0,2;DICIEMBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;MANDIOCA;0,5;DICIEMBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0;octubre 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;MANDIOCA;0,5;DICIEMBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;MANDIOCA;0,5;NOVIEMBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;MANDIOCA;0,5;DICIEMBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
LAS PALMAS;8;MANDIOCA;0,5;ago
LAS PALMAS;8;ZAPALLO;0,5;ago
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NULL;38;ZAPALLO;0,25;Octubre
CORZUELA;43;ZAPALLO;1;
CORZUELA;43;ZAPALLO;1;
CORZUELA;43;ZAPALLO;1;
CORZUELA;43;ZAPALLO;1;
HERMOSO CAMPO;32;ZAPALLO;1;ENERO 
NAPENAY;17;ZAPALLO;0,5;DICIEMBRE 
NAPENAY;17;ZAPALLO;0,5;DICIEMBRE 
LAS PALMAS;8;MANDIOCA;0,25;AGOSTO
LAS PALMAS;8;ZAPALLO;0,25;AGOSTO
LAS PALMAS;8;MANDIOCA;1;agosto
LAS PALMAS;8;MANDIOCA;0,25;agosto
LAS PALMAS;8;ZAPALLO;0,5;agosto
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
VILLA RIO BERMEJITO;11;ZAPALLO;2;AGOSTO
VILLA RIO BERMEJITO;11;MANDIOCA;1;
VILLA RIO BERMEJITO;11;ZAPALLO;0,5;
VILLA RIO BERMEJITO;11;ZAPALLO;0,5;AGOSTO
LOS FRENTONES;34;ZAPALLO;1,5;
LOS FRENTONES;34;MANDIOCA;0;
LOS FRENTONES;34;ZAPALLO;0;TODO EL AÑO
VILLA RIO BERMEJITO;11;MANDIOCA;0,25;
VILLA RIO BERMEJITO;11;ZAPALLO;0,25;
LOS FRENTONES;34;ZAPALLO;0;MEDIA HECTAREA
CONCEPCION DEL BERMEJO;15;ZAPALLO;2;
VILLA RIO BERMEJITO;11;MANDIOCA;0,5;
VILLA RIO BERMEJITO;11;ZAPALLO;5;
VILLA RIO BERMEJITO;11;MANDIOCA;0,5;
VILLA RIO BERMEJITO;11;ZAPALLO;2;
VILLA RIO BERMEJITO;11;MANDIOCA;0,5;
VILLA RIO BERMEJITO;11;ZAPALLO;0,5;
VILLA RIO BERMEJITO;11;MANDIOCA;0,5;
VILLA RIO BERMEJITO;11;ZAPALLO;3;AGOSTO- SEPT
CONCEPCION DEL BERMEJO;15;ZAPALLO;2,5;
VILLA RIO BERMEJITO;11;MANDIOCA;0,5;SEPT/OCT
VILLA RIO BERMEJITO;11;ZAPALLO;2,5;JULIO/AGOSTO
VILLA RIO BERMEJITO;11;MANDIOCA;2;
VILLA RIO BERMEJITO;11;ZAPALLO;3;
CONCEPCION DEL BERMEJO;15;ZAPALLO;1;
CONCEPCION DEL BERMEJO;15;ZAPALLO;3;
VILLA RIO BERMEJITO;11;ZAPALLO;0,25;JULIO
VILLA RIO BERMEJITO;11;MANDIOCA;0;
VILLA RIO BERMEJITO;11;ZAPALLO;0;
LAS PALMAS;8;ZAPALLO;0,5;Agosto
LAS PALMAS;8;MANDIOCA;0,25;agosto
LAS PALMAS;8;ZAPALLO;0,25;agosto
LAS PALMAS;8;MANDIOCA;1;agosto
LAS PALMAS;8;ZAPALLO;0,5;ago
LAS PALMAS;8;MANDIOCA;0,5;ago
LAS PALMAS;8;ZAPALLO;0,5;sep
LAS PALMAS;8;MANDIOCA;1;ago
LAS PALMAS;8;ZAPALLO;0,25;ago
LAS PALMAS;8;MANDIOCA;0,25;
LAS PALMAS;8;ZAPALLO;0,25;
LAS PALMAS;8;MANDIOCA;0,25;ago/sep
LAS PALMAS;8;ZAPALLO;0,25;ago/sep
CORZUELA;43;ZAPALLO;1;
CHARATA;62;ZAPALLO;0,5;
CORZUELA;43;ZAPALLO;3;
CORZUELA;43;ZAPALLO;1;
NULL;NULL;MANDIOCA;0;
NULL;NULL;ZAPALLO;0;
LOS FRENTONES;34;ZAPALLO;0;MEDIA HECTAREA
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;34;ZAPALLO;0;MEDIA HECTAREA
LAS PALMAS;8;MANDIOCA;0,5;ago
LAS PALMAS;8;ZAPALLO;5;ago
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;MANDIOCA;0,5;AGO/SEP
LOS FRENTONES;34;ZAPALLO;0;MEDIA HECTAREA
NULL;NULL;ZAPALLO;0;
NULL;96;MANDIOCA;3;
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
LOS FRENTONES;34;ZAPALLO;0;MEDIA HECTAREA
NULL;43;ZAPALLO;1;
NULL;43;ZAPALLO;1;
CONCEPCION DEL BERMEJO;15;ZAPALLO;0,5;
NULL;15;ZAPALLO;3,5;
CONCEPCION DEL BERMEJO;15;ZAPALLO;2;
CONCEPCION DEL BERMEJO;15;ZAPALLO;1;
CONCEPCION DEL BERMEJO;15;ZAPALLO;1;
CONCEPCION DEL BERMEJO;15;ZAPALLO;1;
LAS PALMAS;8;MANDIOCA;1;ago
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;20;ZAPALLO;0,5;AGO/SEP
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;MANDIOCA;0,5;AGO
NAPENAY;17;ZAPALLO;0,2;OCTUBRE 
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;20;ZAPALLO;0,5;AGO/SEP
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NULL;20;MANDIOCA;2;
NULL;20;ZAPALLO;1,5;
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NULL;20;MANDIOCA;3;
NULL;20;ZAPALLO;1;
NAPENAY;17;MANDIOCA;0,5;DICIEMBRE 
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;20;ZAPALLO;0,5;AGO/SEP
NULL;20;MANDIOCA;0;
NULL;20;ZAPALLO;0;
NAPENAY;17;ZAPALLO;0,5;OCTUBRE 
NULL;20;MANDIOCA;0;
NULL;20;ZAPALLO;0;
NULL;63;ZAPALLO;0,5;
NULL;96;ZAPALLO;8;
NULL;96;ZAPALLO;0;AGOSTO
NULL;63;ZAPALLO;0;
NULL;63;ZAPALLO;0,5;
CONCEPCION DEL BERMEJO;15;ZAPALLO;2;dic
PRESIDENCIA ROQUE SAENZ PEÑA;12;MANDIOCA;1;NOVIEMBRE
PRESIDENCIA ROQUE SAENZ PEÑA;12;ZAPALLO;1;NOVIEMBRE
TRES ISLETAS;12;ZAPALLO;2;FEBRERO
TRES ISLETAS;12;MANDIOCA;50;NOVIEMBRE
NULL;8;MANDIOCA;0,25;ago
NULL;8;MANDIOCA;0,5;ago
NULL;8;MANDIOCA;0;ago
NULL;8;ZAPALLO;0;ago
NULL;8;MANDIOCA;1;ago/sep
NULL;43;ZAPALLO;1;AGOSTO
NULL;8;MANDIOCA;1;ago
NULL;8;ZAPALLO;0,5;ago
PAMPA DEL INFIERNO;16;ZAPALLO;1;noviembre
CONCEPCION DEL BERMEJO;15;ZAPALLO;0,5;nov
NULL;43;ZAPALLO;0,25;
NULL;43;ZAPALLO;1;ENERO
CONCEPCION DEL BERMEJO;15;ZAPALLO;0;
PRESIDENCIA ROQUE SAENZ PEÑA;12;MANDIOCA;0,5;AGOSTO
PRESIDENCIA ROQUE SAENZ PEÑA;12;ZAPALLO;0,5;SEPTIEMBRE
TRES ISLETAS;12;ZAPALLO;1,5;Febrero
CONCEPCION DEL BERMEJO;15;ZAPALLO;0;dic
LA CLOTILDE;42;ZAPALLO;0,5;
LA TIGRA;42;ZAPALLO;1,5;
LA TIGRA;42;ZAPALLO;0,5;OCTUBRE 
LA CLOTILDE;42;ZAPALLO;2,5;
LA TIGRA;42;ZAPALLO;2,5;
PAMPA DEL INFIERNO;16;ZAPALLO;4;julio
NULL;43;ZAPALLO;0,5;
PAMPA DEL INFIERNO;16;ZAPALLO;2,5;
NULL;96;ZAPALLO;1;
LA TIGRA;42;MANDIOCA;0,5;
CONCEPCION DEL BERMEJO;15;ZAPALLO;0,25;
CORONEL DU GRATY;96;ZAPALLO;5;JULIO
CONCEPCION DEL BERMEJO;15;MANDIOCA;2;
CONCEPCION DEL BERMEJO;15;ZAPALLO;2;
NULL;96;ZAPALLO;0,5;JULIO
PCIA. DE LA PLAZA;10;ZAPALLO;0;
NULL;28;ZAPALLO;0,25;
NULL;8;MANDIOCA;1;ago
TRES ISLETAS;91;MANDIOCA;0,5;AGO
TRES ISLETAS;91;ZAPALLO;1;AGO
NULL;8;MANDIOCA;0,25;ago
NULL;8;ZAPALLO;0,5;ago
NULL;8;MANDIOCA;1;ago
NULL;8;ZAPALLO;2;ago
TRES ISLETAS;91;ZAPALLO;2;AGO
NULL;8;MANDIOCA;0,5;ago
NULL;8;ZAPALLO;0,5;ago
TRES ISLETAS;91;MANDIOCA;0,5;AGO
TRES ISLETAS;91;ZAPALLO;2;AGO
NULL;8;MANDIOCA;1;ago
NULL;8;ZAPALLO;5;ago
TRES ISLETAS;91;ZAPALLO;1;AGO
NULL;71;MANDIOCA;0,2;
NULL;71;ZAPALLO;0,2;
NULL;71;MANDIOCA;0,25;
NULL;71;ZAPALLO;0,25;
NULL;71;MANDIOCA;0,2;
NULL;71;ZAPALLO;0,2;
NULL;71;MANDIOCA;0,2;
NULL;71;ZAPALLO;0,2;
NULL;24;MANDIOCA;0,25;agosto septiembre
NULL;24;ZAPALLO;0,15;febrero marzo
NULL;71;MANDIOCA;0;
NULL;71;MANDIOCA;0;
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0;
NULL;71;ZAPALLO;0;
NULL;71;ZAPALLO;0,2;MAYO
NULL;71;ZAPALLO;0,2;MAYO
NULL;71;MANDIOCA;0,25;SEP.
NULL;71;ZAPALLO;0,25;FEBRERO/MAYO
MIRAFLORES;66;ZAPALLO;0,3;
TRES ISLETAS;12;ZAPALLO;15;FEBRERO 
TRES ISLETAS;12;MANDIOCA;0,5;SEPT
TRES ISLETAS;12;ZAPALLO;0,5;SEPT
TRES ISLETAS;12;MANDIOCA;0,5;OCTUBRE 
TRES ISLETAS;12;ZAPALLO;0,5;OCTUBRE 
NULL;66;ZAPALLO;1;JUL A DIC
NULL;71;MANDIOCA;0,25;ENERO
NULL;71;ZAPALLO;0,25;FEBRERO
;66;ZAPALLO;1;JUN/JUL
NULL;71;MANDIOCA;0,15;AGOSTO/SEP.
NULL;71;ZAPALLO;0,15;ENERO/FEBRERO
NULL;71;MANDIOCA;0,25;AGOSTO/SEP.
NULL;71;ZAPALLO;0,25;FEBRERO
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0,5;FEBRERO
GENERAL J. DE SAN MARTIN;24;MANDIOCA;1;agosto
GENERAL J. DE SAN MARTIN;24;ZAPALLO;1;julio
NULL;71;MANDIOCA;0,25;AGOSTO
NULL;71;ZAPALLO;0,25;FEBRERO
NULL;71;MANDIOCA;0,25;AGOSTO/SEP.
NULL;71;ZAPALLO;0,25;FEBRERO
MIRAFLORES;66;ZAPALLO;1;DIC
MIRAFLORES;66;ZAPALLO;1,5;ENE/FEB
NULL;71;MANDIOCA;0,25;SEP
NULL;71;ZAPALLO;0,25;FEBRERO
TRES ISLETAS;12;MANDIOCA;2,5;NOV
TRES ISLETAS;12;ZAPALLO;2,5;OCTUBRE 
TRES ISLETAS;12;ZAPALLO;0,5;AGOSTO 
NULL;71;MANDIOCA;0,15;AGOSTO
NULL;71;ZAPALLO;0,2;FEBRERO
PAMPA DEL INFIERNO;16;ZAPALLO;5;febrero
TRES ISLETAS;12;ZAPALLO;0,5;FEBRERO 
PCIA. DE LA PLAZA;10;ZAPALLO;1;SEP
NULL;71;MANDIOCA;0,15;AGOSTO/SEP.
NULL;71;ZAPALLO;0,5;FEB/MARZO
NULL;71;MANDIOCA;0,25;
NULL;71;ZAPALLO;0,25;FEBRERO
NULL;71;MANDIOCA;0,25;AGOSTO
NULL;71;ZAPALLO;0,25;FEBRERO
NULL;71;MANDIOCA;0,25;SEP.
NULL;71;ZAPALLO;0,25;FEB.
NULL;71;MANDIOCA;0,25;JULIO
NULL;71;ZAPALLO;0,25;JULIO
PCIA. DE LA PLAZA;10;ZAPALLO;0,5;JUN
PCIA. DE LA PLAZA;10;ZAPALLO;1;
PCIA. DE LA PLAZA;10;ZAPALLO;0,5;
PCIA. DE LA PLAZA;10;MANDIOCA;0,5;FEB 
PCIA. DE LA PLAZA;10;MANDIOCA;0,5;FEB 
PCIA. DE LA PLAZA;10;ZAPALLO;10;FEB
PCIA. DE LA PLAZA;10;ZAPALLO;10;FEB
PCIA. DE LA PLAZA;10;MANDIOCA;0;DIC
PCIA. DE LA PLAZA;10;ZAPALLO;2;OCT
PCIA. DE LA PLAZA;10;MANDIOCA;0,5;NOV
PCIA. DE LA PLAZA;10;ZAPALLO;0,5;SEP
NULL;15;ZAPALLO;1,5;FEB 
NULL;71;ZAPALLO;0,5;ENERO/FEB.
PCIA. DE LA PLAZA;10;MANDIOCA;0,5;JUN
PCIA. DE LA PLAZA;10;ZAPALLO;0,5;JUN
PCIA. DE LA PLAZA;10;ZAPALLO;1;SEP
NULL;71;MANDIOCA;0,25;AGOSTO/SEP.
NULL;71;ZAPALLO;0,25;FEB.
PCIA. DE LA PLAZA;NULL;MANDIOCA;1,5;OCT
PCIA. DE LA PLAZA;NULL;ZAPALLO;1,5;OCT
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0,2;FEB.
NULL;71;MANDIOCA;0,25;AGOSTO/SEP.
NULL;71;ZAPALLO;0,25;ENERO/FEB.
NULL;71;MANDIOCA;0,1;AGOSTO
NULL;71;ZAPALLO;0,2;FEB/MARZO
NULL;71;MANDIOCA;0,15;AGOSTO
NULL;71;ZAPALLO;0,25;ENERO/FEB.
NULL;71;MANDIOCA;0,3;SEP.
NULL;71;ZAPALLO;0,3;FEB.
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0,2;ENERO/FEB.
TRES ISLETAS;37;MANDIOCA;0,25;
TRES ISLETAS;37;ZAPALLO;0,25;
TRES ISLETAS;37;ZAPALLO;1;SEPT
QUITILIPI;37;MANDIOCA;0,25;
QUITILIPI;37;ZAPALLO;0,25;ENERO
TRES ISLETAS;37;ZAPALLO;0,5;
TRES ISLETAS;37;ZAPALLO;1;
QUITILIPI;37;ZAPALLO;0,25;
NULL;7;ZAPALLO;3;FEB
NULL;7;MANDIOCA;0,5;
NULL;7;ZAPALLO;0,5;
NULL;7;MANDIOCA;0,5;FEB
NULL;7;MANDIOCA;0,5;FEBRERO
NULL;7;ZAPALLO;0,5;FEBRERO
NULL;7;ZAPALLO;3;
TRES ISLETAS;37;ZAPALLO;0,5;SEPT
NULL;71;MANDIOCA;0,25;AGOSTO/SEP.
NULL;71;ZAPALLO;0,25;FEB.
TRES ISLETAS;37;MANDIOCA;0,5;
TRES ISLETAS;37;ZAPALLO;0,5;
TRES ISLETAS;37;ZAPALLO;0,5;AGOSTO 
TRES ISLETAS;37;ZAPALLO;0,5;
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0,2;ENERO/FEBR.
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0,2;ENERO/FEB.
NULL;71;MANDIOCA;0,25;SEP.
NULL;71;ZAPALLO;0,25;FEB/ABRIL
QUITILIPI;37;MANDIOCA;0,25;
QUITILIPI;37;ZAPALLO;0,25;
PCIA. DE LA PLAZA;10;MANDIOCA;0,5;JUN
PCIA. DE LA PLAZA;10;ZAPALLO;0,5;JUN
NULL;71;MANDIOCA;0,15;AGOSTO/SEPT.
NULL;71;ZAPALLO;0,5;ENERO/FEB.
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0,2;ENERO-FEBRERO
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0,2;FEB.
QUITILIPI;37;MANDIOCA;0,25;
QUITILIPI;37;ZAPALLO;0,25;
NULL;71;MANDIOCA;0,2;AGOSTO
NULL;71;ZAPALLO;0,2;ENERO/FEB.
CHARATA;62;ZAPALLO;1;fundido por inundación
NULL;71;MANDIOCA;0,25;AGOSTO/SEP.
NULL;71;ZAPALLO;0,25;ENERO/FEB.
NULL;71;MANDIOCA;0,1;AGOSTO
NULL;71;ZAPALLO;0,25;FEB.
NULL;71;MANDIOCA;0,25;AGOSTO
NULL;71;ZAPALLO;0,25;FEB.
NULL;71;MANDIOCA;0,15;AGOSTO/OCT.
NULL;71;ZAPALLO;0,25;ENERO/MARZO
NULL;71;MANDIOCA;0,15;AGOSTO- SEPTIEMBRE
NULL;71;ZAPALLO;0,3;FEBRERO MAYO
NULL;71;MANDIOCA;0,25;AGOSTO
NULL;71;ZAPALLO;0,25;FEB.
TRES ISLETAS;37;ZAPALLO;0;AGOSTO
TRES ISLETAS;37;ZAPALLO;0,25;
TRES ISLETAS;37;ZAPALLO;1;
QUITILIPI;37;MANDIOCA;0,5;
QUITILIPI;37;ZAPALLO;0,5;
NULL;8;ZAPALLO;2,5;ago
HERMOSO CAMPO;32;ZAPALLO;2;ENERO
NULL;8;ZAPALLO;1;ago
NULL;8;ZAPALLO;3,5;sep
TRES ISLETAS;37;ZAPALLO;0,5;SEPT
TRES ISLETAS;37;ZAPALLO;2;AGOSTO
NULL;8;MANDIOCA;2;sep
NULL;8;ZAPALLO;2;ago/ene
NULL;8;MANDIOCA;0,5;sep
NULL;8;ZAPALLO;2,5;ago/ene
TRES ISLETAS;37;ZAPALLO;0,5;
TRES ISLETAS;37;MANDIOCA;0,25;
TRES ISLETAS;37;ZAPALLO;0,25;
TRES ISLETAS;37;MANDIOCA;0,5;
TRES ISLETAS;37;ZAPALLO;0,5;
PRESIDENCIA ROQUE SAENZ PEÑA;18;ZAPALLO;1;
NULL;8;MANDIOCA;1;ago
NULL;8;ZAPALLO;2;ago
NULL;8;MANDIOCA;0,25;ago
NULL;8;ZAPALLO;314;0.25
NULL;8;MANDIOCA;0,5;sep
NULL;8;ZAPALLO;3,5;ago
LAS BRENAS;39;ZAPALLO;1;Octubre
NULL;7;MANDIOCA;1;
NULL;7;ZAPALLO;0,5;
VILLA BERTHET;7;ZAPALLO;0,5;
LAS BRENAS;39;ZAPALLO;0,25;Septiembre
TRES ISLETAS;91;ZAPALLO;0,25;SEPTIEMBRE
NULL;91;MANDIOCA;0,5;AGOSTO
NULL;91;ZAPALLO;1;AGOSTO
NULL;91;ZAPALLO;2;
NULL;40;ZAPALLO;0,5;SEPT
NULL;40;MANDIOCA;0;
VILLA ANGELA;33;ZAPALLO;1;Enero
NULL;8;ZAPALLO;2;ago
TRES ISLETAS;91;MANDIOCA;0,5;ANUAL
TRES ISLETAS;91;ZAPALLO;3;AGOSTO
NULL;8;ZAPALLO;2;ago
VILLA ANGELA;33;ZAPALLO;0;Enero
NULL;8;MANDIOCA;1;
NULL;8;ZAPALLO;1;
NULL;8;ZAPALLO;0,25;ago
PRESIDENCIA ROQUE SAENZ PEÑA;35;ZAPALLO;0,5;
TRES ISLETAS;91;ZAPALLO;5;AGOSTO
NULL;91;ZAPALLO;1;AGOSTO
NULL;40;ZAPALLO;0,5;julio
NULL;40;MANDIOCA;1;sept
NULL;35;MANDIOCA;0,5;
NULL;40;MANDIOCA;0;oct
NULL;40;ZAPALLO;0;sept 
NULL;8;MANDIOCA;0,25;ago
NULL;8;ZAPALLO;0,25;ago
NULL;8;MANDIOCA;1;ago
NULL;8;ZAPALLO;0,5;ago
LAS BRENAS;39;ZAPALLO;0,5;Noviembre
VILLA ANGELA;33;ZAPALLO;0,5;si
LAS BRENAS;39;ZAPALLO;0,5;Nov-Dic
NULL;NULL;ZAPALLO;1;Enero a noviembre
GENERAL J. DE SAN MARTIN;95;ZAPALLO;1;
NULL;95;ZAPALLO;2,5;
GENERAL J. DE SAN MARTIN;95;ZAPALLO;1;
PAMPA DEL INDIO;NULL;ZAPALLO;2;
PAMPA DEL INDIO;NULL;ZAPALLO;1;JULIO
PAMPA DEL INDIO;NULL;ZAPALLO;1;JULIO
PAMPA DEL INDIO;95;ZAPALLO;1;
PAMPA DEL INDIO;95;ZAPALLO;1;JULIO
PAMPA DEL INDIO;95;ZAPALLO;1;
PAMPA DEL INDIO;95;ZAPALLO;1;
PAMPA DEL INDIO;NULL;ZAPALLO;4;
PAMPA DEL INDIO;95;ZAPALLO;1;
CHOROTIS;64;ZAPALLO;0,25;SEPTIEMBRE
NULL;8;MANDIOCA;0,5;
NULL;8;MANDIOCA;3;ago-sep
NULL;8;ZAPALLO;2;ago-sep
NULL;8;MANDIOCA;0,25;oct
NULL;8;ZAPALLO;0,25;sep
NULL;8;MANDIOCA;0,25;oct
NULL;8;ZAPALLO;0,25;sep
NULL;8;ZAPALLO;0,25;ago
NULL;8;MANDIOCA;0,25;ago
NULL;8;MANDIOCA;1;ago-sep
NULL;8;MANDIOCA;1;ago
NULL;8;ZAPALLO;0,5;ago
LA LEONESA;9;MANDIOCA;2;AGOST/SEP.
LA LEONESA;9;ZAPALLO;2;AGOST./SEP.
LA LEONESA;9;MANDIOCA;0,25;AGOS./SEP.
LA LEONESA;9;ZAPALLO;0,25;AGOST./SEP
LA LEONESA;9;MANDIOCA;0,25;AGOSTO
LA LEONESA;9;MANDIOCA;0,5;AGOST./SEP.
LA LEONESA;9;ZAPALLO;0,5;AGOST/SEP.
LA LEONESA;9;MANDIOCA;0,25;SEP.
LA LEONESA;9;ZAPALLO;0,25;AGOST./SEP.
LA LEONESA;9;MANDIOCA;0,25;SEP.
LA LEONESA;9;ZAPALLO;0,25;AGOS./SEP.
LA LEONESA;9;MANDIOCA;0,25;
LA LEONESA;9;MANDIOCA;1;SEP.-NOV.
LA LEONESA;9;ZAPALLO;0,5;SEP.-FEB.
LA LEONESA;9;ZAPALLO;0,5;AGOS,-SEP.
LA LEONESA;9;ZAPALLO;0,5;AGOST.-SEP.
LA LEONESA;9;MANDIOCA;0,5;AGOS,-SEPT.
LA LEONESA;9;MANDIOCA;0,25;AGOS.- SEP
